,title,sex,price,technology,best_use_range,best_use_surface,link_shoes
91,ASICS SUPERBLAST,Unisex Shoes - Whisper Green/Black, $199.95 ," Technologies  MIDSOLEFLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plus underneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.OUTSOLEAHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.UPPERJacquard Woven Material on the upper provides strength and breathability.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU3.html
92,ASICS SUPERBLAST,Unisex Shoes - Glow Yellow/Aquamarine, $199.95 ," Technologies  MIDSOLEFLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plus underneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.OUTSOLEAHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.UPPERJacquard Woven Material on the upper provides strength and breathability.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU4.html
93,ASICS SUPERBLAST,Unisex Shoes - Diva Pink/Aquamarine, $199.95 ," Technologies  MIDSOLEFLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plus underneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.OUTSOLEAHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.UPPERJacquard Woven Material on the upper provides strength and breathability.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU6.html
94,ASICS SUPERBLAST,Unisex Shoes - White/Lilac Hint, $199.95 ," Technologies  MIDSOLEFLYTEFOAM Blast Turbo is ASICS' most advanced midsole material for increased energy return and responsiveness.FLYTEFOAM Blast Plus underneath the top layer of FF Blast Turbo provides additional protection, structure, and cushioning.OUTSOLEAHARPLUS is a lightweight and abrasion resistant rubber that is approximately three times higher in resistance than ASICS' conventional rubber.UPPERJacquard Woven Material on the upper provides strength and breathability.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_SUPERBLAST/descpage-ASSBU5.html
95,ASICS EvoRide 3,Men's Shoes - French Blue/Mint, $79.88 $120.00* ," Technologies  MIDSOLEFLYTEFOAM midsole provides lightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefootOUTSOLEGrip Sole Outsole is durable and slip-resistantUPPEREngineered Mesh Upper supports the foot while remaining highly breathable for a fast, premium running experience  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_EvoRide_3/descpage-ASVR3M1.html
96,ASICS GlideRide 3,Men's Shoes - Mako Blue, $149.95 ," Technologies  MIDSOLEFF BLAST cushioning creates softer landings with a more responsive reboundFLYTEFOAM Propel midsole bottom layer offers a bouncy ride that propels the runner forward.Reinforced plate helps maintain the midsole's shape and works to roll the runner through their gait efficiently.GUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefoot.OUTSOLEAHAR Plus Outsole is durable and slip-resistant.UPPEREngineered Mesh Upper supports the foot while remaining breathable for a fast, premium running experience.  ","[<div class=""col is-active"">Maximal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFREC"">Cushioned Comfort</i><span>Cushioned Comfort</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_GlideRide_3/descpage-ASGR3M1.html
97,ASICS Hyper Speed 2,Men's Shoes - Safety Yellow/White, $59.88 $90.00* , Technologies  MIDSOLEFlytefoam Blast is a lightweight midsole foam that delivers responsive propulsion and a soft landing. OUTSOLEASICS High Abrasion Rubber (AHAR) is carbon rubber placed in strategic for exceptional durability.UPPERRecycled Open Mesh on the upper provides breathable coverage.Seamless Upper Construction allows for irritation-free sockless wear.Perforated Sockliner provides breathability and adds underfoot comfort.   ,"[<div class=""col is-active"">Minimal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Hyper_Speed_2/descpage-AHSM21.html
98,ASICS Hyper Speed 2,Men's Shoes - Hazard Green/Midngt, $59.88 $90.00* , Technologies  MIDSOLEFlytefoam Blast is a lightweight midsole foam that delivers responsive propulsion and a soft landing. OUTSOLEASICS High Abrasion Rubber (AHAR) is carbon rubber placed in strategic for exceptional durability.UPPERRecycled Open Mesh on the upper provides breathable coverage.Seamless Upper Construction allows for irritation-free sockless wear.Perforated Sockliner provides breathability and adds underfoot comfort.   ,"[<div class=""col is-active"">Minimal</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Hyper_Speed_2/descpage-AHSM22.html
99,ASICS Dynablast 3,Men's Shoes - Light Steel/Deep Ocean, $99.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam that delivers responsive propulsion and a soft landing.OUTSOLEAHARPLUS Rubber outsole for improved durability and traction.UPPEREngineered Knit Upper supports the foot while remaining highly breathable for a fast, premium running experience.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M02.html
100,ASICS Dynablast 3,Men's Shoes - Deep Ocean/Light Steel, $99.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam that delivers responsive propulsion and a soft landing.OUTSOLEAHARPLUS Rubber outsole for improved durability and traction.UPPEREngineered Knit Upper supports the foot while remaining highly breathable for a fast, premium running experience.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M01.html
101,ASICS Dynablast 3,Men's Shoes - Island Blue/Blue, $99.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam that delivers responsive propulsion and a soft landing.OUTSOLEAHARPLUS Rubber outsole for improved durability and traction.UPPEREngineered Knit Upper supports the foot while remaining highly breathable for a fast, premium running experience.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M05.html
102,ASICS Dynablast 3,Men's Shoes - Black/White, $99.95 ," Technologies  MIDSOLEFLYTEFOAM BLAST is a lightweight midsole foam that delivers responsive propulsion and a soft landing.OUTSOLEAHARPLUS Rubber outsole for improved durability and traction.UPPEREngineered Knit Upper supports the foot while remaining highly breathable for a fast, premium running experience.  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFGW"">Gym Workouts</i><span>Gym Workouts</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFCW"">Casual Wear</i><span>Casual Wear</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MBUWALK"">Walking</i><span>Walking</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Dynablast_3/descpage-ADY3M04.html
103,ASICS Fuji Lite 3,Men's Shoes - Mantle Green/Cherry Tomat, $79.88 $120.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers embedded in the foam to offer lightweight resiliency.OUTSOLEASICSGRIP TECHNOLOGY rubber provides a high grip on any terrain.UPPERRecycled Engineered Mesh Upper that will be durable and breathable.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Fuji_Lite_3/descpage-ASFL3M1.html
104,ASICS Fuji Lite 3,Men's Shoes - Ink Teal/Golden Yellow, $79.88 $120.00* , Technologies  MIDSOLEFLYTEFOAM utilizes organic fibers embedded in the foam to offer lightweight resiliency.OUTSOLEASICSGRIP TECHNOLOGY rubber provides a high grip on any terrain.UPPERRecycled Engineered Mesh Upper that will be durable and breathable.  ,"[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSSTF"">Smooth Trails &amp; Fireroads</i><span>Smooth Trails &amp; Fireroads</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MTSRTT"">Rocky &amp; Technical Trails</i><span>Rocky &amp; Technical Trails</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Fuji_Lite_3/descpage-ASFL3M2.html
105,ASICS Noosa Tri 14,Men's Shoes - Diva Pink/Black, $89.00 $130.00* ," Technologies  MIDSOLEFLYTEFOAM midsole provides lightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefootOUTSOLEGrip Sole Outsole is durable and slip-resistantUPPEREngineered Mesh Upper supports the foot while remaining highly breathable for a fast, premium running experience  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM6.html
106,ASICS Noosa Tri 14,Men's Shoes - Lime Zest/Sky, $89.00 $130.00* ," Technologies  MIDSOLEFLYTEFOAM midsole provides lightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefootOUTSOLEGrip Sole Outsole is durable and slip-resistantUPPEREngineered Mesh Upper supports the foot while remaining highly breathable for a fast, premium running experience  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM8.html
107,ASICS Noosa Tri 14,Men's Shoes - Island Blue/Indigo Blue, $89.00 $130.00* ," Technologies  MIDSOLEFLYTEFOAM midsole provides lightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefootOUTSOLEGrip Sole Outsole is durable and slip-resistantUPPEREngineered Mesh Upper supports the foot while remaining highly breathable for a fast, premium running experience  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM7.html
108,ASICS Noosa Tri 14,Men's Shoes - Black/White, $89.00 $130.00* ," Technologies  MIDSOLEFLYTEFOAM midsole provides lightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefootOUTSOLEGrip Sole Outsole is durable and slip-resistantUPPEREngineered Mesh Upper supports the foot while remaining highly breathable for a fast, premium running experience  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM5.html
109,ASICS Noosa Tri 14,Men's Shoes - Safety Yellow/White, $89.00 $130.00* ," Technologies  MIDSOLEFLYTEFOAM midsole provides lightweight and durable cushioning that is also environmentally friendlyGUIDESOLE technology offers an efficient ride by combining a rockered sole with a stiff forefootOUTSOLEGrip Sole Outsole is durable and slip-resistantUPPEREngineered Mesh Upper supports the foot while remaining highly breathable for a fast, premium running experience  ","[<div class=""col is-active"">Medium</div>, <div class=""col is-active"">High</div>, <div class=""col is-active"">Neutral</div>]","[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHEDM"">All Around</i><span>All Around</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFUPR"">Fast Runs</i><span>Fast Runs</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSBFRAC"">Racing</i><span>Racing</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRDSH"">Roads &amp; Pavement</i><span>Roads &amp; Pavement</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Noosa_Tri_14/descpage-AGNTM3.html
110,ASICS Gun Lap 2 Spikes,Unisex - Diva Pink/White, $89.95 $100.00* ," Technologies  MIDSOLEFLYTEFOAM is a lightweight EVA midsole foam that delivers durable and responsive cushioning.OUTSOLENylon Spike Plate uses a decoupled plate in the forefoot for lightweight flexibility.Shark Skin texture for increased grip on various track surfaces.UPPEREngineered mesh provides a more breathable, lightweight upper.  ",[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MCMD80015"">800-1500m</i><span>800-1500m</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MCD310"">3k-10k</i><span>3k-10k</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSTEEPLE"">Steeplechase</i><span>Steeplechase</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Gun_Lap_2_Spikes/descpage-ASGL2U3.html
111,ASICS High Jump Pro 2 Right Plant Spikes,Unisex - Red, $109.95 $120.00* ," Technologies  MIDSOLESolyte is an ultra-light, top-of-the-line midsole that delivers durable and responsive cushioning.OUTSOLESharkDuo is a textured thermoplastic unit for increased grip on various track surfaces.Contains 11 spike receptacles per shoe.UPPERSynthetic Leather Upper minimizes the in-shoe movement for optimal performance.Lock Down Strap is located at the forefoot and is a Velcro strap designed to maintain a secure fit.  ",[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MHJS"">High Jump</i><span>High Jump</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MDIRT"">Dirt</i><span>Dirt</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_High_Jump_Pro_2_Right_Plant_Spikes/descpage-AHJPRP.html
112,ASICS Hyper Throw 3 Throw Shoes,Men's - Black/Yellow, $79.95 , Technologies  MIDSOLESolid Rubber is a full length textured rubber engineered to enhance durability and traction.OUTSOLESolid Rubber Outsole is a full length textured rubber engineered to enhance durability and traction.ASICS High Abrasion Rubber (AHAR) in the heel is made of carbon rubber for exceptional durability.Centrifugal Flex Groove is located at outsole underneath the metatarsals and is designed to increase flexibility and rotation for the spin throw technique.UPPERSynthetic and Mesh Upper is designed for lightweight support and holds the foot in place.Hook and Loop Closure is located over the metatarsal region for added security.Midfoot Strap is located at the medial midfoot and is designed to keep the upper snug to the foot.  ,[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSPDISSH"">Shot Put/Discus/Hammer</i><span>Shot Put/Discus/Hammer</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MASPHALT"">Asphalt</i><span>Asphalt</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Hyper_Throw_3_Throw_Shoes/descpage-AHT3M3.html
113,ASICS Metasprint Spikes,Unisex - Diva Pink/White, $189.95 $200.00* , Technologies   ,[],"[<div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MSHHRD"">Short Hurdle</i><span>Short Hurdle</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MCS100400"">100-400m</i><span>100-400m</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MLGHRDL"">Long Hurdle</i><span>Long Hurdle</span></div> </div>, <div class=""col-6 col-md-4 bestuse-type""> <div class=""row no-gutters""><i class=""icon is-lg icon-MRUBBER"">Rubber</i><span>Rubber</span></div> </div>]",https://www.runningwarehouse.com/ASICS_Metasprint_Spikes/descpage-AMUSP3.html
